pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,pv_bus_vn_kv,existing_load_at_bus_kw,transformer_association,feeder_section,transformer_sn_kva,base_voltage_pu,feeder_distance_km,upstream_r_ohm,upstream_x_ohm,upstream_z_ohm,pv_penetration_ratio,pv_to_transformer_ratio,new_pv_to_transformer_ratio,load_to_transformer_ratio,label
748,0.0,14.7,14.7,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.19120707596253902,0.09799999999999999,0.09799999999999999,0.5125333333333333,SAFE
620,0.0,12.7,12.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,12.7,0.042333333333333334,0.042333333333333334,0.0,SAFE
6321,5.7,4.6,10.3,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,10.3,0.06866666666666667,0.030666666666666665,0.0,SAFE
6232,0.0,2.3,2.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,2.3,0.007666666666666666,0.007666666666666666,0.0,SAFE
7483,0.0,15.9,15.9,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,15.9,0.106,0.106,0.0,SAFE
622,0.0,8.4,8.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,8.4,0.028,0.028,0.0,SAFE
6251,0.0,19.6,19.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,19.6,0.06533333333333334,0.06533333333333334,0.0,SAFE
622,0.0,7.8,7.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.8,0.026,0.026,0.0,SAFE
748,0.0,14.9,14.9,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.19380853277835589,0.09933333333333333,0.09933333333333333,0.5125333333333333,SAFE
6212,0.0,3.5,3.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,3.5,0.011666666666666667,0.011666666666666667,0.0,SAFE
6221,0.0,16.5,16.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,16.5,0.055,0.055,0.0,SAFE
7391,0.0,19.6,19.6,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,19.6,0.13066666666666668,0.13066666666666668,0.0,SAFE
730,0.0,16.4,16.4,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.19294117647058823,0.05466666666666666,0.05466666666666666,0.2833333333333333,SAFE
7122,0.0,1.7,1.7,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,1.7,0.005666666666666666,0.005666666666666666,0.0,SAFE
733,0.0,17.8,17.8,0.24,0.0,-,Main_720-734,5000.0,0.91348,17.0383,11.6797,8.589,14.4978,17.8,0.0035600000000000002,0.0035600000000000002,0.0,SAFE
6201,5.9,10.8,16.700000000000003,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,16.700000000000003,0.05566666666666668,0.036000000000000004,0.0,SAFE
756,0.0,1.7,1.7,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.01096774193548387,0.005666666666666666,0.005666666666666666,0.5166666666666667,SAFE
769,8.8,7.8,16.6,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.40487804878048783,0.11066666666666668,0.052,0.2733333333333333,SAFE
6212,4.9,6.2,11.100000000000001,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,11.100000000000001,0.037000000000000005,0.020666666666666667,0.0,SAFE
6261,4.5,15.1,19.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,19.6,0.06533333333333334,0.050333333333333334,0.0,SAFE
730,0.0,10.4,10.4,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.1223529411764706,0.034666666666666665,0.034666666666666665,0.2833333333333333,SAFE
7642,0.0,6.1,6.1,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,6.1,0.04066666666666666,0.04066666666666666,0.0,SAFE
6322,0.0,2.5,2.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,2.5,0.016666666666666666,0.016666666666666666,0.0,SAFE
730,0.0,11.4,11.4,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.13411764705882354,0.038,0.038,0.2833333333333333,SAFE
710,0.0,7.2,7.2,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.09,0.024,0.024,0.26666666666666666,SAFE
7121,0.0,12.4,12.4,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,12.4,0.04133333333333333,0.04133333333333333,0.0,SAFE
6332,0.0,7.7,7.7,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,7.7,0.051333333333333335,0.051333333333333335,0.0,SAFE
6231,0.0,12.7,12.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,12.7,0.042333333333333334,0.042333333333333334,0.0,SAFE
632,0.0,2.4,2.4,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,2.4,0.016,0.016,0.0,SAFE
6232,2.4,10.7,13.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,13.1,0.043666666666666666,0.035666666666666666,0.0,SAFE
623,0.0,3.7,3.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,3.7,0.012333333333333333,0.012333333333333333,0.0,SAFE
6332,0.0,1.7,1.7,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,1.7,0.011333333333333332,0.011333333333333332,0.0,SAFE
6232,1.3,7.9,9.200000000000001,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,9.200000000000001,0.030666666666666672,0.026333333333333334,0.0,SAFE
724,4.3,13.9,18.2,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,18.2,0.00364,0.00278,0.0,SAFE
708,0.0,11.9,11.9,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.15866666666666668,0.03966666666666667,0.03966666666666667,0.25,SAFE
6252,0.0,7.0,7.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.0,0.023333333333333334,0.023333333333333334,0.0,SAFE
7642,0.0,8.4,8.4,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,8.4,0.056,0.056,0.0,SAFE
759,2.9,15.7,18.599999999999998,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.5314285714285714,0.12399999999999999,0.10466666666666666,0.23333333333333334,SAFE
769,2.8,14.2,17.0,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.4146341463414634,0.11333333333333333,0.09466666666666666,0.2733333333333333,SAFE
722,0.0,17.2,17.2,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,17.2,0.00344,0.00344,0.0,SAFE
6332,9.7,19.9,29.599999999999998,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,29.599999999999998,0.19733333333333333,0.13266666666666665,0.0,SAFE
6202,5.9,13.7,19.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,19.6,0.06533333333333334,0.04566666666666666,0.0,SAFE
770,7.4,17.9,25.299999999999997,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.056222222222222215,0.016866666666666665,0.011933333333333332,0.3,SAFE
728,0.0,16.1,16.1,0.24,38.0,T3,Main_720-734,75.0,0.93706,11.5824,7.8923,5.7834,9.7845,0.42368421052631583,0.21466666666666667,0.21466666666666667,0.5066666666666667,SAFE
720,3.1,19.7,22.8,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.34545454545454546,0.076,0.06566666666666666,0.22,SAFE
7482,0.0,1.5,1.5,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,1.5,0.01,0.01,0.0,SAFE
6241,2.2,9.9,12.100000000000001,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,12.100000000000001,0.04033333333333334,0.033,0.0,SAFE
712,0.0,2.2,2.2,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.03384615384615385,0.007333333333333334,0.007333333333333334,0.21666666666666667,SAFE
7393,8.4,11.0,19.4,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,19.4,0.12933333333333333,0.07333333333333333,0.0,SAFE
708,0.0,3.4,3.4,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.04533333333333333,0.011333333333333332,0.011333333333333332,0.25,SAFE
708,4.1,9.5,13.6,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.18133333333333332,0.04533333333333333,0.03166666666666667,0.25,SAFE
7693,0.0,13.2,13.2,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,13.2,0.088,0.088,0.0,SAFE
721,1.5,9.2,10.7,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,10.7,0.00214,0.0018399999999999998,0.0,SAFE
720,0.0,10.8,10.8,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.16363636363636364,0.036000000000000004,0.036000000000000004,0.22,SAFE
725,4.1,7.1,11.2,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,11.2,0.00224,0.0014199999999999998,0.0,SAFE
7642,3.3,18.0,21.3,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,21.3,0.14200000000000002,0.12,0.0,SAFE
7693,0.0,6.2,6.2,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,6.2,0.04133333333333333,0.04133333333333333,0.0,SAFE
7691,0.0,2.8,2.8,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,2.8,0.018666666666666665,0.018666666666666665,0.0,SAFE
724,0.0,4.3,4.3,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,4.3,0.00086,0.00086,0.0,SAFE
6221,0.0,17.0,17.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,17.0,0.056666666666666664,0.056666666666666664,0.0,SAFE
623,7.9,2.5,10.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,10.4,0.034666666666666665,0.008333333333333333,0.0,SAFE
759,4.7,13.4,18.1,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.5171428571428572,0.12066666666666667,0.08933333333333333,0.23333333333333334,SAFE
623,0.0,10.5,10.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,10.5,0.035,0.035,0.0,SAFE
770,0.0,13.2,13.2,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.029333333333333333,0.008799999999999999,0.008799999999999999,0.3,SAFE
751,3.7,16.3,20.0,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,20.0,0.013333333333333334,0.010866666666666667,0.0,SAFE
708,0.0,14.1,14.1,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.188,0.047,0.047,0.25,SAFE
6321,0.0,10.2,10.2,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,10.2,0.06799999999999999,0.06799999999999999,0.0,SAFE
723,7.6,6.9,14.5,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,14.5,0.0029,0.0013800000000000002,0.0,SAFE
6222,0.0,19.5,19.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,19.5,0.065,0.065,0.0,SAFE
6241,0.0,10.8,10.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,10.8,0.036000000000000004,0.036000000000000004,0.0,SAFE
748,0.0,9.9,9.9,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.12877211238293446,0.066,0.066,0.5125333333333333,SAFE
751,0.0,3.7,3.7,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,3.7,0.002466666666666667,0.002466666666666667,0.0,SAFE
6251,0.0,17.4,17.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,17.4,0.057999999999999996,0.057999999999999996,0.0,SAFE
725,7.5,16.5,24.0,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,24.0,0.0048,0.0033,0.0,SAFE
732,0.0,15.5,15.5,0.24,25.4,T4,Main_720-734,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,0.610236220472441,0.10333333333333333,0.10333333333333333,0.16933333333333334,SAFE
7641,5.5,9.9,15.4,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,15.4,0.10266666666666667,0.066,0.0,SAFE
712,0.0,19.0,19.0,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.2923076923076923,0.06333333333333334,0.06333333333333334,0.21666666666666667,SAFE
748,0.0,5.1,5.1,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.06633714880332986,0.033999999999999996,0.033999999999999996,0.5125333333333333,SAFE
626,0.0,6.3,6.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,6.3,0.020999999999999998,0.020999999999999998,0.0,SAFE
7392,0.0,6.4,6.4,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,6.4,0.04266666666666667,0.04266666666666667,0.0,SAFE
715,7.5,9.2,16.7,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,16.7,0.0033399999999999997,0.0018399999999999998,0.0,SAFE
6261,0.0,8.0,8.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,8.0,0.02666666666666667,0.02666666666666667,0.0,SAFE
732,0.0,7.9,7.9,0.24,25.4,T4,Main_720-734,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,0.31102362204724415,0.05266666666666667,0.05266666666666667,0.16933333333333334,SAFE
6251,3.5,10.6,14.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,14.1,0.047,0.035333333333333335,0.0,SAFE
720,0.0,3.4,3.4,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.051515151515151514,0.011333333333333332,0.011333333333333332,0.22,SAFE
6241,0.0,16.1,16.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,16.1,0.05366666666666667,0.05366666666666667,0.0,SAFE
6232,0.0,15.3,15.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,15.3,0.051000000000000004,0.051000000000000004,0.0,SAFE
7641,0.0,8.6,8.6,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,8.6,0.05733333333333333,0.05733333333333333,0.0,SAFE
624,0.0,3.6,3.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,3.6,0.012,0.012,0.0,SAFE
7392,0.0,10.9,10.9,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,10.9,0.07266666666666667,0.07266666666666667,0.0,SAFE
7641,3.9,3.7,7.6,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,7.6,0.050666666666666665,0.024666666666666667,0.0,SAFE
6252,3.7,19.8,23.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,23.5,0.07833333333333334,0.066,0.0,SAFE
6221,0.0,10.6,10.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,10.6,0.035333333333333335,0.035333333333333335,0.0,SAFE
7481,0.0,14.5,14.5,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,14.5,0.09666666666666666,0.09666666666666666,0.0,SAFE
622,9.8,8.0,17.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,17.8,0.059333333333333335,0.02666666666666667,0.0,SAFE
6201,7.2,16.1,23.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,23.3,0.07766666666666668,0.05366666666666667,0.0,SAFE
623,0.0,12.3,12.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,12.3,0.041,0.041,0.0,SAFE
743,0.0,14.7,14.7,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.06125,0.048999999999999995,0.048999999999999995,0.8,SAFE
726,8.0,11.0,19.0,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,19.0,0.0038,0.0022,0.0,SAFE
6242,1.3,3.8,5.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,5.1,0.016999999999999998,0.012666666666666666,0.0,SAFE
716,0.0,4.6,4.6,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.2902208201892744,0.015333333333333332,0.015333333333333332,0.05283333333333333,SAFE
6321,4.7,3.9,8.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,8.6,0.05733333333333333,0.026,0.0,SAFE
7392,1.6,17.6,19.200000000000003,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,19.200000000000003,0.12800000000000003,0.11733333333333335,0.0,SAFE
722,0.0,10.9,10.9,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,10.9,0.00218,0.00218,0.0,SAFE
7393,0.0,11.0,11.0,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,11.0,0.07333333333333333,0.07333333333333333,0.0,SAFE
728,0.0,9.7,9.7,0.24,38.0,T3,Main_720-734,75.0,0.93706,11.5824,7.8923,5.7834,9.7845,0.2552631578947368,0.12933333333333333,0.12933333333333333,0.5066666666666667,SAFE
7692,7.5,7.7,15.2,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,15.2,0.10133333333333333,0.051333333333333335,0.0,SAFE
759,0.0,12.6,12.6,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.36,0.08399999999999999,0.08399999999999999,0.23333333333333334,SAFE
751,0.0,6.3,6.3,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,6.3,0.0042,0.0042,0.0,SAFE
772,7.2,15.7,22.9,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.22899999999999998,0.07633333333333332,0.05233333333333333,0.3333333333333333,SAFE
7481,0.0,7.0,7.0,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,7.0,0.04666666666666667,0.04666666666666667,0.0,SAFE
764,0.0,6.5,6.5,0.24,46.0,T14,Branch_752-765,150.0,0.9365,42.617,29.4074,21.7473,36.5751,0.14130434782608695,0.043333333333333335,0.043333333333333335,0.30666666666666664,SAFE
7692,8.4,8.2,16.6,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,16.6,0.11066666666666668,0.05466666666666666,0.0,SAFE
723,0.0,6.5,6.5,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,6.5,0.0013,0.0013,0.0,SAFE
710,0.0,7.6,7.6,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.095,0.025333333333333333,0.025333333333333333,0.26666666666666666,SAFE
756,0.0,15.2,15.2,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.09806451612903225,0.050666666666666665,0.050666666666666665,0.5166666666666667,SAFE
7691,0.0,6.2,6.2,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,6.2,0.04133333333333333,0.04133333333333333,0.0,SAFE
762,0.0,3.6,3.6,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.08,0.024,0.024,0.3,SAFE
748,5.8,5.6,11.399999999999999,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.14828303850156085,0.07599999999999998,0.03733333333333333,0.5125333333333333,SAFE
743,0.0,2.0,2.0,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.008333333333333333,0.006666666666666667,0.006666666666666667,0.8,SAFE
7392,1.0,2.9,3.9,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,3.9,0.026,0.019333333333333334,0.0,SAFE
7693,0.0,19.6,19.6,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,19.6,0.13066666666666668,0.13066666666666668,0.0,SAFE
7392,0.0,10.1,10.1,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,10.1,0.06733333333333333,0.06733333333333333,0.0,SAFE
769,0.0,7.1,7.1,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.17317073170731706,0.04733333333333333,0.04733333333333333,0.2733333333333333,SAFE
712,0.0,13.4,13.4,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.20615384615384616,0.04466666666666667,0.04466666666666667,0.21666666666666667,SAFE
624,0.0,18.4,18.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,18.4,0.06133333333333333,0.06133333333333333,0.0,SAFE
728,0.0,18.7,18.7,0.24,38.0,T3,Main_720-734,75.0,0.93706,11.5824,7.8923,5.7834,9.7845,0.4921052631578947,0.24933333333333332,0.24933333333333332,0.5066666666666667,SAFE
6252,0.0,16.0,16.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,16.0,0.05333333333333334,0.05333333333333334,0.0,SAFE
770,0.0,17.7,17.7,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.03933333333333333,0.0118,0.0118,0.3,SAFE
715,0.0,18.6,18.6,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,18.6,0.00372,0.00372,0.0,SAFE
7122,0.0,19.8,19.8,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,19.8,0.066,0.066,0.0,SAFE
7482,0.0,17.9,17.9,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,17.9,0.11933333333333332,0.11933333333333332,0.0,SAFE
7483,0.0,9.9,9.9,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,9.9,0.066,0.066,0.0,SAFE
716,6.8,7.3,14.1,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.889589905362776,0.047,0.024333333333333332,0.05283333333333333,SAFE
730,0.0,1.3,1.3,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.015294117647058824,0.004333333333333333,0.004333333333333333,0.2833333333333333,SAFE
770,2.6,11.8,14.4,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.032,0.009600000000000001,0.007866666666666668,0.3,SAFE
6261,0.0,16.7,16.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,16.7,0.05566666666666666,0.05566666666666666,0.0,SAFE
712,0.0,8.6,8.6,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.1323076923076923,0.028666666666666667,0.028666666666666667,0.21666666666666667,SAFE
722,1.1,10.1,11.2,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,11.2,0.00224,0.00202,0.0,SAFE
6251,9.6,5.5,15.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,15.1,0.050333333333333334,0.018333333333333333,0.0,SAFE
772,0.0,12.1,12.1,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.121,0.04033333333333333,0.04033333333333333,0.3333333333333333,SAFE
759,1.6,13.4,15.0,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.42857142857142855,0.1,0.08933333333333333,0.23333333333333334,SAFE
720,0.0,9.8,9.8,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.1484848484848485,0.03266666666666667,0.03266666666666667,0.22,SAFE
