pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label
724,0.24,0,62,62,0.0,62.0,-,Main_720-734,SAFE
7642,0.24,11,180,191,0.0,191.0,T14,LV_secondary_T2_T4,CONSTRAINED
726,0.24,0,167,167,0.0,167.0,-,Main_720-734,CONSTRAINED
6261,0.24,0,143,143,0.0,143.0,T2,LV_secondary_T2_T4,CONSTRAINED
756,0.208,10,34,44,155.0,0.2838709677419355,T11,Branch_752-765,SAFE
734,0.24,0,185,185,15.85,11.67192429022082,-,Main_720-734,CONSTRAINED
7642,0.24,0,45,45,0.0,45.0,T14,LV_secondary_T2_T4,SAFE
721,0.24,11,11,22,0.0,22.0,-,Main_720-734,SAFE
633,0.24,0,55,55,0.0,55.0,T4,LV_secondary_T2_T4,CAUTION
710,0.208,0,129,129,80.0,1.6125,T17,Branch_701-708,CAUTION
623,0.24,0,72,72,0.0,72.0,T2,LV_secondary_T2_T4,CONSTRAINED
626,0.24,0,212,212,0.0,212.0,T2,LV_secondary_T2_T4,CONSTRAINED
625,0.24,0,224,224,0.0,224.0,T2,LV_secondary_T2_T4,CONSTRAINED
710,0.208,0,245,245,80.0,3.0625,T17,Branch_701-708,CAUTION
6201,0.24,0,237,237,0.0,237.0,T2,LV_secondary_T2_T4,CAUTION
7643,0.24,0,214,214,0.0,214.0,T14,LV_secondary_T2_T4,CONSTRAINED
7691,0.24,6,200,206,0.0,206.0,T22,LV_secondary_T2_T4,CONSTRAINED
6221,0.24,0,178,178,0.0,178.0,T2,LV_secondary_T2_T4,CONSTRAINED
715,0.208,0,180,180,0.0,180.0,-,Branch_701-708,SAFE
7483,0.24,14,112,126,0.0,126.0,T8,LV_secondary_T2_T4,CAUTION
633,0.24,0,147,147,0.0,147.0,T4,LV_secondary_T2_T4,CONSTRAINED
7393,0.24,0,201,201,0.0,201.0,T6,LV_secondary_T2_T4,CONSTRAINED
633,0.24,10,13,23,0.0,23.0,T4,LV_secondary_T2_T4,SAFE
7693,0.24,0,164,164,0.0,164.0,T22,LV_secondary_T2_T4,CAUTION
6221,0.24,0,18,18,0.0,18.0,T2,LV_secondary_T2_T4,SAFE
721,0.24,5,68,73,0.0,73.0,-,Main_720-734,SAFE
748,0.24,0,62,62,76.88,0.8064516129032259,T8,Main_735-750,SAFE
7643,0.24,4,249,253,0.0,253.0,T14,LV_secondary_T2_T4,CONSTRAINED
6251,0.24,0,146,146,0.0,146.0,T2,LV_secondary_T2_T4,CONSTRAINED
7483,0.24,0,144,144,0.0,144.0,T8,LV_secondary_T2_T4,CAUTION
740,0.24,0,220,220,75.0,2.933333333333333,T5,Main_735-750,CAUTION
7392,0.24,0,7,7,0.0,7.0,T6,LV_secondary_T2_T4,SAFE
724,0.24,0,182,182,0.0,182.0,-,Main_720-734,CONSTRAINED
743,0.24,0,173,173,240.0,0.7208333333333333,T7,Main_735-750,SAFE
7392,0.24,0,56,56,0.0,56.0,T6,LV_secondary_T2_T4,CAUTION
728,0.24,3,50,53,38.0,1.394736842105263,T3,Main_720-734,CAUTION
7482,0.24,0,33,33,0.0,33.0,T8,LV_secondary_T2_T4,SAFE
633,0.24,0,20,20,0.0,20.0,T4,LV_secondary_T2_T4,SAFE
759,0.24,0,215,215,35.0,6.142857142857143,T12,Branch_752-765,CONSTRAINED
733,0.24,8,188,196,0.0,196.0,-,Main_720-734,CONSTRAINED
633,0.24,12,16,28,0.0,28.0,T4,LV_secondary_T2_T4,SAFE
6211,0.24,0,202,202,0.0,202.0,T2,LV_secondary_T2_T4,CONSTRAINED
732,0.24,0,189,189,25.4,7.440944881889764,T4,Main_720-734,CONSTRAINED
739,0.24,0,128,128,41.1,3.114355231143552,T6,Main_735-750,CAUTION
7641,0.24,0,163,163,0.0,163.0,T14,LV_secondary_T2_T4,CAUTION
6201,0.24,10,130,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION
759,0.24,4,45,49,35.0,1.4,T12,Branch_752-765,CAUTION
6332,0.24,0,59,59,0.0,59.0,T4,LV_secondary_T2_T4,CAUTION
623,0.24,6,219,225,0.0,225.0,T2,LV_secondary_T2_T4,CONSTRAINED
6211,0.24,0,229,229,0.0,229.0,T2,LV_secondary_T2_T4,CONSTRAINED
632,0.24,9,114,123,0.0,123.0,T4,LV_secondary_T2_T4,CAUTION
