pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label,constraint_type,delta_pv_bus_voltage_pu,pv_max_voltage_pu,pv_max_transformer_loading_pct,reverse_power_flow
6232,0.24,8,185,193,0.0,193.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.15986,1.16265,92.59,1
739,0.24,15,19,34,41.1,0.8272506082725061,T6,Main_735-750,SAFE,none,0.00163,1.00574,92.66,0
759,0.24,15,108,123,35.0,3.5142857142857142,T12,Branch_752-765,CAUTION,caution,0.01304,1.00709,92.39,1
6221,0.24,0,215,215,0.0,215.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13115,1.12572,92.54,1
714,0.208,0,36,36,240.0,0.15,T24,Branch_701-708,SAFE,none,0.00087,1.00558,92.77,0
751,0.48,7,201,208,0.0,208.0,T9,other,SAFE,none,0.0143,1.00784,92.32,0
769,0.24,14,28,42,41.0,1.024390243902439,T22,Delta_766-772,SAFE,none,0.00437,1.00603,92.56,0
743,0.24,0,56,56,240.0,0.23333333333333334,T7,Main_735-750,SAFE,none,0.00394,1.00606,92.49,0
726,0.24,15,108,123,0.0,123.0,-,Main_720-734,CONSTRAINED,voltage,0.09781,1.10766,92.65,1
712,0.24,0,28,28,65.0,0.4307692307692308,T18,Branch_701-708,SAFE,none,0.00123,1.00553,92.78,0
730,0.24,0,132,132,85.0,1.5529411764705883,T23,Main_720-734,CAUTION,caution,0.00548,1.00648,92.45,1
6221,0.24,12,15,27,0.0,27.0,T2,LV_secondary_T2_T4,SAFE,none,0.01021,1.01312,92.76,0
7121,0.24,0,47,47,0.0,47.0,T18,LV_secondary_T2_T4,SAFE,none,0.00205,1.00564,92.77,0
7483,0.24,0,5,5,0.0,5.0,T8,LV_secondary_T2_T4,SAFE,none,0.00051,1.00543,92.78,0
710,0.208,5,233,238,80.0,2.975,T17,Branch_701-708,CAUTION,caution,0.00901,1.00665,92.63,1
6242,0.24,0,124,124,0.0,124.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04327,1.03784,92.63,1
6222,0.24,5,186,191,0.0,191.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11457,1.11264,92.57,1
6212,0.24,9,210,219,0.0,219.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07055,1.06841,92.51,1
722,0.24,5,17,22,0.0,22.0,-,Main_720-734,SAFE,none,0.01168,1.00974,92.77,0
7693,0.24,0,60,60,0.0,60.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.00935,1.00631,92.47,1
710,0.208,0,140,140,80.0,1.75,T17,Branch_701-708,CAUTION,caution,0.00552,1.00615,92.7,1
6241,0.24,0,140,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04856,1.04313,92.61,1
756,0.208,12,17,29,155.0,0.1870967741935484,T11,Branch_752-765,SAFE,none,0.00188,1.0058,92.64,0
7121,0.24,0,169,169,0.0,169.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00722,1.0063,92.68,1
772,0.208,14,159,173,100.0,1.73,T19,Delta_766-772,CAUTION,caution,0.01677,1.00784,92.32,1
6212,0.24,0,150,150,0.0,150.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.05184,1.04641,92.59,1
7641,0.24,0,116,116,0.0,116.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.01459,1.00702,92.4,1
732,0.24,0,176,176,25.4,6.929133858267717,T4,Main_720-734,CAUTION,caution,0.0128,1.00706,97.15,1
7393,0.24,0,141,141,0.0,141.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01181,1.00686,92.42,1
6262,0.24,15,137,152,0.0,152.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12124,1.13109,92.62,1
6321,0.24,9,131,140,0.0,140.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00959,1.00673,92.43,1
724,0.24,13,24,37,0.0,37.0,-,Main_720-734,SAFE,none,0.00862,1.00793,92.75,0
625,0.24,0,61,61,0.0,61.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0409,1.03547,92.71,0
740,0.24,11,104,115,75.0,1.5333333333333334,T5,Main_735-750,CAUTION,caution,0.00873,1.00662,92.44,1
748,0.24,0,222,222,76.88,2.8876170655567117,T8,Main_735-750,CONSTRAINED,transformer_loading,0.02132,1.00803,103.88,1
6202,0.24,6,75,81,0.0,81.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0024,1.00591,92.68,1
714,0.208,0,93,93,240.0,0.3875,T24,Branch_701-708,SAFE,none,0.00223,1.00592,92.73,0
759,0.24,0,81,81,35.0,2.3142857142857145,T12,Branch_752-765,CAUTION,caution,0.00993,1.00652,92.45,1
7693,0.24,12,128,140,0.0,140.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01935,1.00748,92.36,1
715,0.208,0,174,174,0.0,174.0,-,Branch_701-708,SAFE,none,0.00413,1.00639,92.67,0
723,0.24,0,188,188,0.0,188.0,-,Main_720-734,CONSTRAINED,voltage,0.16432,1.15889,92.59,1
6331,0.24,0,140,140,0.0,140.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.06441,1.00665,92.44,1
6222,0.24,0,142,142,0.0,142.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09033,1.0849,92.62,1
714,0.208,6,165,171,240.0,0.7125,T24,Branch_701-708,SAFE,none,0.00391,1.00637,92.67,0
7692,0.24,0,113,113,0.0,113.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.0173,1.0071,92.39,1
721,0.24,0,80,80,0.0,80.0,-,Main_720-734,CAUTION,caution,0.0284,1.02297,92.68,1
622,0.24,0,110,110,0.0,110.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07138,1.06595,92.65,1
7693,0.24,0,45,45,0.0,45.0,T22,LV_secondary_T2_T4,SAFE,none,0.00705,1.00608,92.54,0
730,0.24,0,26,26,85.0,0.3058823529411765,T23,Main_720-734,SAFE,none,0.0011,1.00559,92.73,0
770,0.24,0,35,35,450.0,0.07777777777777778,T15,Delta_766-772,SAFE,none,0.00443,1.00594,92.59,0
733,0.24,10,212,222,0.0,222.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.09333,1.01176,118.74,1
7483,0.24,0,54,54,0.0,54.0,T8,LV_secondary_T2_T4,SAFE,none,0.00541,1.00606,92.53,0
6261,0.24,9,91,100,0.0,100.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08453,1.08833,92.67,1
6321,0.24,0,81,81,0.0,81.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00603,1.00618,92.5,1
726,0.24,0,77,77,0.0,77.0,-,Main_720-734,CONSTRAINED,voltage,0.0737,1.06827,92.7,0
7481,0.24,0,126,126,0.0,126.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01239,1.00694,92.41,1
6252,0.24,0,223,223,0.0,223.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13544,1.13001,92.54,1
725,0.24,0,89,89,0.0,89.0,-,Main_720-734,CONSTRAINED,voltage,0.05855,1.05311,92.68,1
759,0.24,15,50,65,35.0,1.8571428571428572,T12,Branch_752-765,CAUTION,caution,0.00613,1.0063,92.47,1
764,0.24,0,229,229,46.0,4.978260869565218,T14,Branch_752-765,CONSTRAINED,transformer_loading,0.02792,1.00847,127.65,1
6201,0.24,0,28,28,0.0,28.0,T2,LV_secondary_T2_T4,SAFE,none,0.0009,1.00556,92.76,0
633,0.24,13,15,28,0.0,28.0,T4,LV_secondary_T2_T4,SAFE,none,0.00727,1.00565,92.7,0
7393,0.24,0,246,246,0.0,246.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02012,1.00786,136.52,1
7122,0.24,11,139,150,0.0,150.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00594,1.0062,92.69,1
724,0.24,0,247,247,0.0,247.0,-,Main_720-734,CONSTRAINED,voltage,0.08248,1.07705,92.48,1
6262,0.24,14,44,58,0.0,58.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.04225,1.05109,92.72,0
748,0.24,0,176,176,76.88,2.2892819979188346,T8,Main_735-750,CAUTION,caution,0.01709,1.00752,92.35,1
732,0.24,0,126,126,25.4,4.960629921259843,T4,Main_720-734,CAUTION,caution,0.00927,1.0066,92.44,1
730,0.24,0,173,173,85.0,2.0352941176470587,T23,Main_720-734,CAUTION,caution,0.00714,1.00681,92.42,1
708,0.24,0,234,234,75.0,3.12,T16,Branch_701-708,CAUTION,caution,0.00845,1.00663,92.63,1
712,0.24,0,120,120,65.0,1.8461538461538463,T18,Branch_701-708,CAUTION,caution,0.00517,1.00604,92.71,1
723,0.24,0,149,149,0.0,149.0,-,Main_720-734,CONSTRAINED,voltage,0.13414,1.12871,92.62,1
748,0.24,15,212,227,76.88,2.9526534859521334,T8,Main_735-750,CONSTRAINED,transformer_loading,0.02026,1.00808,107.09,1
7122,0.24,7,72,79,0.0,79.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00312,1.00582,92.74,1
743,0.24,0,11,11,240.0,0.04583333333333333,T7,Main_735-750,SAFE,none,0.00078,1.0055,92.55,0
740,0.24,0,75,75,75.0,1.0,T5,Main_735-750,SAFE,none,0.00637,1.0062,92.49,0
6202,0.24,0,232,232,0.0,232.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00725,1.00686,92.45,1
6241,0.24,0,160,160,0.0,160.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.05509,1.04966,92.58,1
7392,0.24,5,61,66,0.0,66.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00519,1.00609,92.53,1
728,0.24,0,186,186,38.0,4.894736842105263,T3,Main_720-734,CONSTRAINED,transformer_loading,0.03443,1.00677,205.77,1
6322,0.24,11,198,209,0.0,209.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01425,1.00735,120.18,1
725,0.24,0,146,146,0.0,146.0,-,Main_720-734,CONSTRAINED,voltage,0.09265,1.08722,92.61,1
632,0.24,0,13,13,0.0,13.0,T4,LV_secondary_T2_T4,SAFE,none,0.00098,1.0055,92.75,0
721,0.24,0,175,175,0.0,175.0,-,Main_720-734,CONSTRAINED,voltage,0.05993,1.0545,92.56,1
740,0.24,0,216,216,75.0,2.88,T5,Main_735-750,CAUTION,caution,0.01776,1.00762,96.86,1
7393,0.24,0,146,146,0.0,146.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01221,1.00691,92.41,1
6242,0.24,0,63,63,0.0,63.0,T2,LV_secondary_T2_T4,SAFE,none,0.02251,1.01708,92.71,0
7692,0.24,0,169,169,0.0,169.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02542,1.00788,92.32,1
6262,0.24,0,199,199,0.0,199.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.17255,1.16712,92.58,1
626,0.24,9,40,49,0.0,49.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03895,1.04275,92.73,0
708,0.24,0,35,35,75.0,0.4666666666666667,T16,Branch_701-708,SAFE,none,0.00131,1.00557,92.78,0
7692,0.24,0,219,219,0.0,219.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03243,1.00855,120.8,1
7121,0.24,0,125,125,0.0,125.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00538,1.00607,92.71,1
716,0.48,7,50,57,15.85,3.5962145110410098,T24(HV),Branch_701-708,CONSTRAINED,transformer_loading,0.02752,1.00919,140.74,0
6321,0.24,0,39,39,0.0,39.0,T4,LV_secondary_T2_T4,SAFE,none,0.00293,1.00576,92.65,0
7391,0.24,0,35,35,0.0,35.0,T6,LV_secondary_T2_T4,SAFE,none,0.003,1.00575,92.66,0
756,0.208,0,124,124,155.0,0.8,T11,Branch_752-765,SAFE,none,0.01341,1.00717,92.39,0
710,0.208,0,158,158,80.0,1.975,T17,Branch_701-708,CAUTION,caution,0.00621,1.00625,92.68,1
6212,0.24,0,154,154,0.0,154.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.05314,1.04771,92.59,1
7641,0.24,0,188,188,0.0,188.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02318,1.00796,100.14,1
632,0.24,0,100,100,0.0,100.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00741,1.00636,92.46,1
764,0.24,3,199,202,46.0,4.391304347826087,T14,Branch_752-765,CONSTRAINED,transformer_loading,0.02442,1.00813,109.54,1
6222,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12574,1.1203,92.55,1
7121,0.24,0,226,226,0.0,226.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00955,1.00658,92.64,1
6212,0.24,0,246,246,0.0,246.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08218,1.07675,92.48,1
6231,0.24,0,106,106,0.0,106.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09887,1.09344,92.67,1
708,0.24,0,62,62,75.0,0.8266666666666667,T16,Branch_701-708,SAFE,none,0.00231,1.00572,92.76,0
7692,0.24,0,101,101,0.0,101.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01553,1.00692,92.41,1
716,0.48,0,45,45,15.85,2.8391167192429023,T24(HV),Branch_701-708,CONSTRAINED,transformer_loading,0.02515,1.00563,103.63,0
7483,0.24,0,44,44,0.0,44.0,T8,LV_secondary_T2_T4,SAFE,none,0.00442,1.00593,92.58,0
7392,0.24,0,146,146,0.0,146.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01221,1.00691,92.41,1
7641,0.24,0,204,204,0.0,204.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02504,1.00816,110.89,1
712,0.24,0,29,29,65.0,0.4461538461538462,T18,Branch_701-708,SAFE,none,0.00127,1.00554,92.78,0
6211,0.24,0,59,59,0.0,59.0,T2,LV_secondary_T2_T4,SAFE,none,0.02112,1.01569,92.71,0
751,0.48,0,156,156,0.0,156.0,T9,other,SAFE,none,0.01119,1.00724,92.38,0
7693,0.24,0,171,171,0.0,171.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.0257,1.00791,92.31,1
710,0.208,0,142,142,80.0,1.775,T17,Branch_701-708,CAUTION,caution,0.00559,1.00616,92.7,1
7693,0.24,14,193,207,0.0,207.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02855,1.00839,112.93,1
715,0.208,0,14,14,0.0,14.0,-,Branch_701-708,SAFE,none,0.00034,1.00545,92.79,0
6212,0.24,10,119,129,0.0,129.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04128,1.0395,92.62,1
6262,0.24,0,161,161,0.0,161.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1436,1.13817,92.61,1
7691,0.24,0,239,239,0.0,239.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03518,1.0088,133.89,1
716,0.48,5,84,89,15.85,5.615141955835962,T24(HV),Branch_701-708,CONSTRAINED,transformer_loading,0.04517,1.0257,240.42,0
6241,0.24,11,194,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06544,1.06403,92.53,1
714,0.208,0,121,121,240.0,0.5041666666666667,T24,Branch_701-708,SAFE,none,0.00289,1.00609,92.71,0
6241,0.24,0,64,64,0.0,64.0,T2,LV_secondary_T2_T4,SAFE,none,0.02286,1.01743,92.71,0
632,0.24,4,171,175,0.0,175.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.01243,1.00705,96.45,1
7392,0.24,0,143,143,0.0,143.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01197,1.00688,92.41,1
740,0.24,0,245,245,75.0,3.2666666666666666,T5,Main_735-750,CONSTRAINED,transformer_loading,0.02002,1.00789,115.46,1
625,0.24,0,212,212,0.0,212.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12953,1.1241,92.55,1
739,0.24,0,208,208,41.1,5.0608272506082725,T6,Main_735-750,CONSTRAINED,transformer_loading,0.01715,1.00751,111.78,1
716,0.48,0,152,152,15.85,9.589905362776026,T24(HV),Branch_701-708,CONSTRAINED,voltage,0.07843,1.05606,431.15,0
7693,0.24,0,231,231,0.0,231.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03408,1.0087,128.66,1
7692,0.24,0,239,239,0.0,239.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03518,1.0088,133.89,1
721,0.24,0,56,56,0.0,56.0,-,Main_720-734,SAFE,none,0.02007,1.01464,92.72,0
620,0.24,0,58,58,0.0,58.0,T2,LV_secondary_T2_T4,SAFE,none,0.00186,1.00576,92.71,0
7392,0.24,13,96,109,0.0,109.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00807,1.00653,92.45,1
725,0.24,0,5,5,0.0,5.0,-,Main_720-734,SAFE,none,0.00349,1.0054,92.8,0
710,0.208,0,134,134,80.0,1.675,T17,Branch_701-708,CAUTION,caution,0.00529,1.00612,92.7,1
723,0.24,0,6,6,0.0,6.0,-,Main_720-734,SAFE,none,0.00617,1.00541,92.79,0
7691,0.24,0,169,169,0.0,169.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02542,1.00788,92.32,1
764,0.24,0,97,97,46.0,2.108695652173913,T14,Branch_752-765,CAUTION,caution,0.01227,1.00676,92.43,1
751,0.48,0,247,247,0.0,247.0,T9,other,SAFE,none,0.0175,1.00827,92.28,0
733,0.24,6,80,86,0.0,86.0,-,Main_720-734,CAUTION,caution,0.03771,1.0062,92.49,1
730,0.24,0,157,157,85.0,1.8470588235294119,T23,Main_720-734,CAUTION,caution,0.0065,1.00668,92.43,1
733,0.24,14,144,158,0.0,158.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.06516,1.00679,92.42,1
6242,0.24,0,172,172,0.0,172.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05897,1.05353,92.57,1
721,0.24,0,44,44,0.0,44.0,-,Main_720-734,SAFE,none,0.01585,1.01042,92.74,0
721,0.24,11,148,159,0.0,159.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.05075,1.04934,92.58,1
7122,0.24,3,27,30,0.0,30.0,T18,LV_secondary_T2_T4,SAFE,none,0.00118,1.00554,92.78,0
7483,0.24,0,74,74,0.0,74.0,T8,LV_secondary_T2_T4,SAFE,none,0.00737,1.00631,92.47,0
626,0.24,0,145,145,0.0,145.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13095,1.12552,92.63,1
6231,0.24,0,134,134,0.0,134.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12209,1.11666,92.64,1
622,0.24,14,174,188,0.0,188.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1067,1.11098,92.57,1
6261,0.24,0,172,172,0.0,172.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.15213,1.1467,92.6,1
725,0.24,12,189,201,0.0,201.0,-,Main_720-734,CONSTRAINED,voltage,0.11522,1.11812,92.56,1
6202,0.24,0,186,186,0.0,186.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00585,1.00658,92.52,1
6231,0.24,15,141,156,0.0,156.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1244,1.13424,92.62,1
762,0.48,0,67,67,45.0,1.488888888888889,T13,Branch_752-765,CAUTION,caution,0.0085,1.00634,92.47,1
740,0.24,5,135,140,75.0,1.8666666666666667,T5,Main_735-750,CAUTION,caution,0.01128,1.00687,92.41,1
732,0.24,0,26,26,25.4,1.0236220472440944,T4,Main_720-734,SAFE,none,0.00196,1.00563,92.7,0
6321,0.24,0,206,206,0.0,206.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01488,1.00732,118.09,1
6332,0.24,0,155,155,0.0,155.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.07079,1.00677,92.42,1
7122,0.24,0,191,191,0.0,191.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00812,1.00641,92.66,1
7392,0.24,8,188,196,0.0,196.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01552,1.00739,103.96,1
6261,0.24,10,240,250,0.0,250.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.19909,1.2039,92.54,1
728,0.24,0,192,192,38.0,5.052631578947368,T3,Main_720-734,CONSTRAINED,transformer_loading,0.03546,1.00681,213.67,1
730,0.24,12,173,185,85.0,2.176470588235294,T23,Main_720-734,CAUTION,caution,0.00711,1.00691,92.41,1
623,0.24,8,247,255,0.0,255.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.2046,1.20739,92.54,1
734,0.24,0,79,79,15.85,4.9842271293375395,-,Main_720-734,CONSTRAINED,voltage_rise,0.06804,1.00611,92.52,1
6201,0.24,0,168,168,0.0,168.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0053,1.00647,92.55,1
6202,0.24,14,96,110,0.0,110.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00305,1.0061,92.63,1
7121,0.24,0,230,230,0.0,230.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00971,1.0066,92.64,1
730,0.24,0,22,22,85.0,0.25882352941176473,T23,Main_720-734,SAFE,none,0.00093,1.00556,92.74,0
623,0.24,0,141,141,0.0,141.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12775,1.12232,92.63,1
7641,0.24,0,115,115,0.0,115.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.01447,1.00701,92.4,1
714,0.208,0,127,127,240.0,0.5291666666666667,T24,Branch_701-708,SAFE,none,0.00303,1.00612,92.7,0
623,0.24,0,247,247,0.0,247.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.20722,1.20179,92.55,1
6221,0.24,10,24,34,0.0,34.0,T2,LV_secondary_T2_T4,SAFE,none,0.01628,1.01781,92.75,0
624,0.24,0,60,60,0.0,60.0,T2,LV_secondary_T2_T4,SAFE,none,0.02147,1.01604,92.71,0
708,0.24,0,86,86,75.0,1.1466666666666667,T16,Branch_701-708,CAUTION,caution,0.0032,1.00586,92.74,1
728,0.24,0,114,114,38.0,3.0,T3,Main_720-734,CONSTRAINED,transformer_loading,0.02171,1.00629,110.83,1
770,0.24,0,205,205,450.0,0.45555555555555555,T15,Delta_766-772,SAFE,none,0.02496,1.00852,92.25,0
740,0.24,9,120,129,75.0,1.72,T5,Main_735-750,CAUTION,caution,0.01004,1.00676,92.42,1
728,0.24,0,130,130,38.0,3.4210526315789473,T3,Main_720-734,CONSTRAINED,transformer_loading,0.0246,1.00641,131.82,1
7642,0.24,0,147,147,0.0,147.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.01833,1.00743,92.36,1
632,0.24,0,82,82,0.0,82.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.0061,1.00619,92.49,1
714,0.208,6,39,45,240.0,0.1875,T24,Branch_701-708,SAFE,none,0.00094,1.00564,92.77,0
6241,0.24,0,119,119,0.0,119.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04161,1.03617,92.63,1
740,0.24,7,202,209,75.0,2.7866666666666666,T5,Main_735-750,CAUTION,caution,0.01661,1.00756,92.39,1
6252,0.24,13,122,135,0.0,135.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07722,1.08081,92.62,1
7391,0.24,15,221,236,0.0,236.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01805,1.00777,130.02,1
6221,0.24,15,17,32,0.0,32.0,T2,LV_secondary_T2_T4,SAFE,none,0.0115,1.01647,92.76,0
733,0.24,0,16,16,0.0,16.0,-,Main_720-734,SAFE,none,0.00787,1.00553,92.74,0
6211,0.24,11,53,64,0.0,64.0,T2,LV_secondary_T2_T4,SAFE,none,0.01885,1.01743,92.71,0
6222,0.24,6,99,105,0.0,105.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06416,1.06292,92.66,1
723,0.24,0,146,146,0.0,146.0,-,Main_720-734,CONSTRAINED,voltage,0.13175,1.12632,92.63,1
725,0.24,0,136,136,0.0,136.0,-,Main_720-734,CONSTRAINED,voltage,0.08683,1.0814,92.62,1
724,0.24,0,244,244,0.0,244.0,-,Main_720-734,CONSTRAINED,voltage,0.08157,1.07613,92.48,1
748,0.24,0,193,193,76.88,2.5104058272632677,T8,Main_735-750,CAUTION,caution,0.01867,1.00771,92.33,1
716,0.48,0,135,135,15.85,8.517350157728707,T24(HV),Branch_701-708,CONSTRAINED,voltage_rise,0.07049,1.04813,380.55,0
7693,0.24,0,184,184,0.0,184.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02755,1.00809,97.78,1
712,0.24,0,40,40,65.0,0.6153846153846154,T18,Branch_701-708,SAFE,none,0.00175,1.0056,92.77,0
716,0.48,0,88,88,15.85,5.55205047318612,T24(HV),Branch_701-708,CONSTRAINED,transformer_loading,0.04756,1.0252,237.32,0
721,0.24,0,63,63,0.0,63.0,-,Main_720-734,SAFE,none,0.02251,1.01708,92.71,0
743,0.24,0,10,10,240.0,0.041666666666666664,T7,Main_735-750,SAFE,none,0.00071,1.00549,92.55,0
724,0.24,8,97,105,0.0,105.0,-,Main_720-734,CAUTION,caution,0.03398,1.03148,92.65,1
7693,0.24,14,143,157,0.0,157.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02149,1.00772,92.33,1
756,0.208,0,227,227,155.0,1.4645161290322581,T11,Branch_752-765,CAUTION,caution,0.02394,1.00854,92.25,1
632,0.24,0,168,168,0.0,168.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.01224,1.00699,92.4,1
6331,0.24,0,99,99,0.0,99.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04651,1.00631,92.47,1
714,0.208,0,74,74,240.0,0.30833333333333335,T24,Branch_701-708,SAFE,none,0.00178,1.00581,92.74,0
6201,0.24,0,232,232,0.0,232.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00725,1.00686,92.45,1
734,0.24,9,183,192,15.85,12.113564668769717,-,Main_720-734,CONSTRAINED,voltage,0.14299,1.05722,94.38,1
6322,0.24,0,9,9,0.0,9.0,T4,LV_secondary_T2_T4,SAFE,none,0.00068,1.00546,92.77,0
720,0.24,0,205,205,66.0,3.106060606060606,T2,Main_720-734,CAUTION,caution,0.00643,1.0067,92.49,1
6231,0.24,0,189,189,0.0,189.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.16507,1.15964,92.59,1
723,0.24,10,245,255,0.0,255.0,-,Main_720-734,CONSTRAINED,voltage,0.20257,1.20739,92.54,1
6261,0.24,0,166,166,0.0,166.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.14749,1.14206,92.61,1
756,0.208,0,235,235,155.0,1.5161290322580645,T11,Branch_752-765,CAUTION,caution,0.02473,1.00864,92.24,1
743,0.24,4,68,72,240.0,0.3,T7,Main_735-750,SAFE,none,0.00477,1.00625,92.48,0
740,0.24,13,116,129,75.0,1.72,T5,Main_735-750,CAUTION,caution,0.0097,1.00676,92.42,1
6331,0.24,0,241,241,0.0,241.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.10578,1.01928,130.11,1
633,0.24,0,166,166,0.0,166.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.07541,1.00685,92.42,1
6251,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12574,1.1203,92.55,1
6322,0.24,0,33,33,0.0,33.0,T4,LV_secondary_T2_T4,SAFE,none,0.00248,1.0057,92.68,0
